offense_charge_desc,offense_freq_count
EXPIRED INSPECTION STICKER  04/11/2011,5
EXPIRED INSPECTION STICKER  10/11,5
EXPIRED INSPECTION STICKER 06/10,5
DRIVING WHILE LICENSE INVALID - suspended  09/11,5
EXPIRED INSPECTION STICKER 03/12,5
EXPIRED OPERATORS LICENSE  04/04/10,5
PEDESTRIAN LOITERING IN ROADWAY,4
LICENSE PLATE INSIG ON DIFFERENT VEHICLE,4
EXPIRED REGISTRATION TTC:502.407  04/09,4
FIRE ORD - ANNUAL MAINTENANCE,4
HAZ MAT-ALLOW HAZ MATERIAL TO BE RELEASE,4
WATER REST - STAGE 2 - WASHING EQUIPMENT,4
FAIL TO DISPLAY DRIV LIC,4
BRAKE VIOL - NO TRAILER BREAKAWAY,4
CMV-AIDING OR ABETTING VIOLS,4
CMV-FAIL QUALIFY AS CMV DRIVER: NO ENGL,4
EXPIRED REGISTRATION TTC:502.407  08/08,4
CMV-DEF EQUIP FIRE EXT,4
Non-motorized vehicle - Disregard Barricade,4
CDL VIOL-UNDER 21 YEARS OLD,4
ZONING VIOL- PLACE SIGNS ON RIGHT-OF-WAY,4
ZONING VIOL- FENCE HEIGHT VIOLATION,4
DRIVER'S LICENSE REST-CODE B LIC OPER FS,4
DOG ORDINANCE - AT LARGE (HEALTH DEPT)-rs03/26/07,4
DOG/CAT UNREGISTERED,4
COMM VEH VIOL-DEF EQUIP FIRE EXT,4
NO TURN SIGNALS ON TRAILER,4
CMV- Weight Limit: Single Axle (0 - 5000 lbs),4
PEDESTRIAN CROSSING HIGHWAY,4
CMV - WEIGHT-OVER GROSS 10000 OR MORE LBS,4
WEIGHT LIMIT 34000 LBS TANDEM 10 - 14000,4
CONSUMING ALCOHOL ON A PUBLIC STREET,4
EXPIRED INSPECTION STICKER VIOLATION 04,4
NO MOTORCYCLE DRIVERS LICENSE,4
DRIVER'S LICENSE REST-CODE K MOPED,4
ZONING-DEVELOP IN CRITICAL WATER QUALITY ZONE,4
ZONING VIOL - HOME OCCUPATION,4
Driver's License rest - Code P as written,4
HAZ MAT-LOAD/STOR-IMP BLCKING/BRACING-A,4
FAILURE TO YIELD-U TURN,4
HEALTH ORD FOOD IMPROPER CONDITION,4
EXPIRED INSPECTION STICKER VIOLATION  11/08,4
HEALTH ORD DUMPING ORDINANCE,4
BOAT ORD- WATERCRAFT-HOLIDAY WEEKENDS,4
ZONING VIOL- HOME OCC - OWNER,4
EXPIRED INSPECTION STICKER VIOLATION  04/08,4
WATERSHED VIOL-WATER QUALITY CONTROL,4
WWW - No permit for on-site sewage facility,4
EXPIRED INSPECTION STICKER VIOLATION  04/07,4
FAIL TO YIELD MOVING RIGHT,4
ZONING VIOL- HOME OCC,4
DRIVER'S LICENSE REST-CODE A,4
CDL VIOL-NOT LICENSED FOR VEHICLE TYPE,4
DSC DISCRETIONARY,4
WWW - STORM SEWER DICHARGE PERMIT VIOLATION,4
SMOKING ORD - POSSESSION OF TOBACCO,4
FIRE ORD - LOAD CARD VIOLATION,4
RAN RED LIGHT-AT PRIVATE DRIVE,4
FAIL TO SIGNAL INTENT - PARKED POSITION,4
ANIMAL - INTERFERENCE WITH EMPLOYEE,4
CMV-STEERING/FRONT AXLE,3
DEALER MISUSE BUYER PLATE,3
EXPIRED OPERATORS LIC,3
COMM VEH VIOL-REFLECTOR TAPE REAR,3
FIRE ORD - FAILURE TO ABATE FIRE HAZARD,3
EXPIRED REGISTRATION TTC:502.407  01/09,3
WRECKER - ILLEGAL TOW FROM PARKING FACILITY,3
ATTEMPTED EVADING DETENTION,3
"""CMV- Weight Limit: Single Axle (5001-10",3
TOWING - NO REAR LIGHTS ON TOWED VEH,3
FIRE ORD - LOCKED EXIT DOOR,3
ZONING - HOME OCCUPATION - OWNER,3
CMV - WEIGHT-OVER GROSS 5001 - 9999 LBS,3
EXPIRED REGISTRATION TTC:502.407  01/08,3
UPDATED / ALTERED BUYERS PLATE,3
FICT LICENSE PLATE;ALSO MC; TRAILER,3
MC PASSENGER NO HELMET/UNAPPROVED HELMET,3
PEDESTRIAN IN ROADWAY/CITY ORDINANCE,3
NOISE VIOL. AFTER 10:30 PM,3
FIRE ORD - TAMPER WITH FIRE APPLIANCE,3
DSC SEATBELT,3
EXPIRED INSPECTION STICKER  04/09,3
CMV-WEIGHT-OVER GROSS 5001 - 9999 LBS,3
BOAT ORD- BOATS TO RIGHT ON LAKE,3
DISREGARD ORDER OF AIRPORT POLICE,3
MANUFACT HOME - PERMIT CURFEW VIOLATION,3
OBSTRUCTIONS GENERALLY,3
SELLING FROM A PUBLIC STREET,3
"""CMV- Weight Limit: Overall Gross Formula (Over 10",3
EXPIRED INSPECTION STICKER VIOLATION  05/09,3
GT - RECEIPT FOR SERVICE,3
DRINKING AFTER CURFEW - SUNDAY,3
EXPIRED INSPECTION STICKER 09/09,3
BRAKE VIOL - TRAILER BRAKE,3
POSTED SIGN: FROM PRIVATE DR./ALLEY,3
TOWING - NO/DEFECTIVE OVERHEAD LIGHT,3
WRECKER ORD-EXCESSIVE ON SITE FEE,3
HEALTH ORD LITTERING HIGHWAY/OPERATOR,3
POSTED SIGN-BUS ONLY,3
POSTED SIGN-KEEP OFF MEDIAN,3
"""VEHICLE SALE",3
Noise violation after 2:00 a.m.,3
EXPIRED INSPECTION STICKER VIOLATION  07/08,3
EXPIRED INSPECTION STICKER VIOLATION  07/09,3
WEIGHT LIMIT 34000 LBS TANDEM 0 - 6000-rs053007,3
HEALTH ORD FOWL PEN DISTANCE,3
CMV-WARN DEV STOPPED VEH,3
FAILURE TO MAINTAIN ASSURED CLEAR DISTAN,3
ZONING VIOL- HOME OCC - ADVERTISING,3
CMV-DEF EQUIP/RUB AXLE,3
OPERATING ALARM WITHOUT PERMIT,3
POSTED SIGN-NO LEFT TURN PRI DR 7-9 4-6,3
CMV-DEF EQUIP SEAT BELT 393.93,3
WASTEWATER: FAIL TO MONITOR,3
DISPLAY FIREARM - STATE LAW,3
BICYCLE - NO HELMET,3
Health Ord.-Food under improper condition,3
ZONING VIOL- RV STORAGE,3
EXPIRED REGISTRATION TTC:502.407  10/08,3
SPEEDING-STATE HIGHWAYS 75/65 LASER,3
WRECKER ORD-UNREGISTERED TOW TRUCK,3
AVIATION FAIL TO DISPLAY ID,3
DISREGARDED FLASHING YELLOW LIGHT,3
LICENSE PLATE INSIGNIA-DISTORTED VISBLTY,3
EXPIRED REGISTRATION TTC:502.407  03/08,3
SPEEDING-POSTED 45 MPH,3
Non-motorized vehicle - wrong way one way,3
EXPIRED REGISTRATION TTC:502.407   01/08,3
BICYCLE - WRONG WAY ONE WAY,3
EXPIRED INSPECTION STICKER  07/09,3
EXPIRED INSPECTION STICKER VIOLATION  06/07,3
MC OPERATOR NO HELMET/UNAPPROVED HELMET,3
SMOKING ORD - NOT DESIGNATED,3
EXPIRED INSPECTION STICKER VIOLATION  02/09,3
PEDESTRIAN WALKING IN ROADWAY,3
CMV-DRIVE OUT OF SVC VEH,3
AVIATION ABANDON PROPERTY AT AIRPORT,3
EXPIRED REGISTRATION TTC:502.407  04/08,3
EXPIRED INSPECTION STICKER 10/09,3
Game room - windows,3
EXPIRED REGISTRATION TTC:502.407  07/08,3
DRIVER'S LICENSE REST-CODE P TO/FROM SCH,3
DRIVING ON WRONG SIDE OF ROAD/HIGHWAY,3
SKATES OR SKATEBOARD ON SIDEWALK,3
WRECKER ORD-ILLEGAL REMOVAL/ATTEMPTED REMOVAL,3
TAXICAB ORD - CITY CHAUFFEURS LIC,3
COMM VEH VIOL-LAMPS INOPERATIVE 393 9,3
WRECKER ORD-FAIL TO WEAR OPERATORS LIC,3
Fail to have escort,2
Use of engine brake,2
UNLAWFUL NOISE WITHOUT PERMIT,2
SPEEDING-STATE HIGHWAYS 80/60 LASER,2
SPEEDING-STATE HIGHWAYS 65/55 RADAR,2
NO VALID INSPECTION STICKER-MC,2
INVALID REGISTRATION SEAL (TAGS),2
FIRE ORD - BBQ PIT - FIRE HAZARD,2
EXPIRED REGISTRATION TTC:502.407 10/04,2
EXPIRED REGISTRATION TTC:502.407  09/04,2
EXPIRED MOTOR VEHICLE REGISTRATION,2
ACCELERATING THROUGH AN INTERSECTION,2
UNSAFE TOWING,2
SCHOOL BUS-FAIL TO SIGNAL LOADING/UNLOAD,2
OTHER TRAFFIC VIOLATION - COMMENT- rs ss 01/26/12,2
FAIL TO CHANGE ADDRESS NAME ON DL-RS03/05/07,2
EXPIRED REGISTRATION TTC:502.407  03/09,2
EXPIRED OPERATORS LICENSE  10/09,2
CURFEW - AREA 1 AND 2,2
COMM VEH VIOL-WHEEL & RIMS,2
CMV-WINDSHIELD WIPERS,2
BUILDING VIOL - PROHIBITED SIGN,2
ASSAULT WITH INJURY,2
ZONING VIOL- AUTO SERVICING,2
WWW - STORM SEWER DISCHARGE W/O PERMIT,2
NO SALES TAX PERMIT,2
NO COMMERCIAL OPERATORS LICENSE,2
LEAVING SCENE OF COLLISION-PARKED VEHICLE,2
DR ON IMPROVED LEFT/RIGHT SHOULDER,2
DOG ORD - DOG/CAT DEFECATION,2
Coal Tar Pave - Use within City - Paver,2
CMV-REAR END PROTECTION,2
CDL VIOL-RESTRICTION CODE L,2
BUILDING CODE - SIGN W/LESS THAN 9' CLEARANCE,2
BRAKE VIOL - STEERING AXLE,2
ZONING VIOL- PROHIB SIGNS ALL DISTRICTS,2
SPEEDING - 10 MPH,2
SOLICITATION ORD - NO LICENSE-DO NOT USE,2
POSTED SIGN-W MLK & SAN ANTONIO,2
NO SAFETY BELT:  CHILD UNDER FIVE,2
NO OZONE DEPLETING COMPOUND PERMIT,2
LIVESTOCK ENCLOSURE,2
HEALTH ORD UNSANITARY MATTER,2
Game Room - signage,2
GT - FAILED TO POST RATE CARD,2
FAILURE TO COMPLY POSTED SIGN-NO LEFT,2
EXPIRED REGISTRATION TTC:502.407 08/04,2
EXPIRED REGISTRATION TTC:502.407  10/07,2
EROSION CONTROLS-WITHIN AUSTIN CITY LIM,2
CRIMINAL TRESPASS,2
CMV-WRONG PLATE,2
CMV-WEIGHT LIMIT 34000 LBS TANDEM 0-6000,2
CMV-FAIL TO CARRY REGISTRATION RECEIPT,2
CDL VIOL-RESTRICTION L,2
"""HEALTH ORD LITT IN ST",2
PARKING - TOW AWAY COMM SERVICE ZONE (OVER 30 MINS),2
NO SEAT BELT-FRONT PASSENGER,2
LICENSE PLATE INVALID REGISTRATION,2
GROUND TRANS VIOL - NO OPER AUTHTY/FRANC,2
FIRE ORD - EXIT DOOR VIOLATION,2
EXPIRED REGISTRATION TTC:502.407  12/08,2
EXPIRED REGISTRATION TTC:502.407  05/08,2
DRIVER'S LICENSE REST-CODE B,2
DOG ORD - VICIOUS/PHYSICIAN'S AFFIDAVIT,2
DEALER MISUSE DEALER PLATE OR TAG,2
CMV-SUSP DEFLATED AIR,2
CMV-EXPOSED FUEL LINE,2
CMV - NO PROPER REGISTRATION,2
SMOKING ORD - W.I. 15' OF PUB ENTRANCE,2
LOOSE MATERIALS VIOLATION,2
HEALTH ORD LIVESTOCK AT LARGE,2
FAILED TO STOP AT PROPER PLACE-LIGHT,2
ANIMAL - ENCLOSURE FOR 6 DOGS,2
ZONING - HOME OCCUPANCY ADVERTISING,2
EXPIRED REGISTRATION TTC:502.407  04/04,2
EXPIRED INSPECTION STICKER VIOLATION  01/07,2
DOG ORD - DOG NO COLLAR,2
COMM VEH VIOL-WIDTH,2
ANIMAL AT LARGE,2
ZONING - SETBACK IN RES. AREA,2
ZONING - HOME OCCUPANCY - TENANT,2
UNSAFE MOVEMENT RIGHT,2
TOWING - NO REAR TAIL LIGHTS,2
THEFT,2
SALE OF CIGARETTES TO MINOR (STORE),2
RIDING DEVICE ON ROADWAY,2
PLACARDING-IMPROPER PLACEMENT OF PLACARD,2
OPERATE OR MOVING UNSAFE VEHICLE,2
MOTORCYCLE-TOO MANY RIDERS-PASSENGER,2
MOTORCYCLE-IMPROPER RIDING,2
LEAVING REFRIGERATOR ACCESSIBLE TO CHILD,2
FIRE ORD - FIRE PROTECTIVE SYSTEMS,2
FIRE ORD - BURNING IN A PUBLIC PLACE,2
EXPIRED REGISTRATION TTC:502.407  09/08,2
EXPIRED REGISTRATION TTC:502.407  08/07,2
EXPIRED INSPECTION STICKER VIOLATION  10/08,2
EXPIRED INSPECTION STICKER 03/09,2
EXPIRED BUYERS PLATE-MOTORCYCLE,2
DRIVING ON METAL TIRE,2
CMV-WINDSHIELD CONDITION,2
CMV-FAIL TO REPORT PRE-TRIP INSP,2
ZONING - OUTSIDE STORAGE,2
SWIMMING IN LAKE - 50 FEET FROM SHORE,2
SPEEDING-POSTED-CITY STREET 50/35 RADAR,2
SPEEDING-25 MPH SCHOOL ZONE,2
POSSESSION OF MULTIPLE D.L.(CLASS B),2
LAKE VIOL-NO WATERCRAFT ZONE,2
GT - NON-MOTORIZED INSPECTION REQS.,2
FIRE ORD - NO VENTILATION/VAPORS,2
CMV-EXHAUST NOT LOCATED REAR,2
AVIATION GATE OPEN UNATTENDED,2
AVIATION - INTERFERENCE WITH SCREENING,2
ANIMAL - REVOKED REGISTRATION,2
AIRPORT - Circumvented screen/failed to comply,2
"""CMV -  WEIGHT LIMIT: TANDEM AXLE (more than 10",2
Disregard barricade - workers present,2
Criminal Mischief-Tampering with Prop.,2
"""Weight Limit: tandem axle (more than 10",2
AVIATION CIRCUMVENTION OF SCREENING,2
AVIATION - FAIL TO DISPLAY ID,2
FAIL SHOW PROOF LIABILITY INSURANCE-rs050707,2
CURFEW - NIGHTTIME (11:30 PM - 6:00 AM)- rs 08/06/08,2
EXPIRED REGISTRATION TTC:502.407 11/04,2
GT - SOLICITING PROHIBITED,2
GT - TAXICAB ORD -TAXIMETER,2
SANITATION VIOL-FAULTY SEWER,2
EXPIRED REGISTRATION TTC:502.407  06/08,2
COPY MONEY - NOT AN OFFENSE,2
ZONING VIOL- EXCESS VEHICLES,2
CURFEW - NIGHTTIME - CITYWIDE,2
"""LITTER: CO IN STREET",2
IMPRUDENT SPEED-NON-COLLISION,2
COMMERCE IN LIVE ANIMALS,2
EXPIRED INSPECTION STICKER 11/09,2
"""CMV - WEIGHT LIMIT: TANDEM AXLE (5000 - 10",2
WRECKER - FAILURE TO RELEASE VEHICLE,2
CMV-SAFETY GUARDS/FLAPS,2
ZONING VIOL- PROHIBITED USE,2
NO SEAT BELT - 392.16(FEDERAL REG),2
LICENSE PLATE: NO FRONT/REAR PLATE,2
NO MOTOR VEHICLE INSPECTION,2
ZONING VIOL- HOME OCC - TENANT,2
CURFEW - AREA 3 (DOVESPRINGS),2
Voided Citation,2
WRECKER ORD-IMPROP IDENTIFIED WRECKER,2
THEFT MISDEMEANOR C - LESS THAN $50,2
PARKING - TOW AWAY ZONE-NO PARKING AREA,2
VENDING LICENSE VERIFICATION CARD,2
TOW TRUCK-FAIL CARRY REQUIRED EQUIP,2
WATERSHED VIOL-DEVELOP NO SITE PLAN,2
SELLING WITHOUT VALID TAX PERMIT,2
WRECKER ORD-UNAUTHORIZED TOW,2
CMV - NO EXHAUST AT REAR OF WINDOW/DOOR,2
WRECKER ORD-NO INSPECTION CERTIFICATE-RS03/05/07,2
FIRE ORD - NO FIRE EXTINGUISHER,2
TOWING-NO REAR LIGHTS ON TOWED VEH,2
HEALTH ORD NO FOOD MANAGER'S CERT POST,2
BRAKE VIOL - NO BRAKE TRAILER DEVICE,2
CMV-WEIGHT-OVER REGISTERED WEIGHT,2
CMV - DEFECTIVE HORN,2
WRECKER - STORAGE FACILITY NO LICENSE,2
COMM VEH VIOL-CRACKED FRAME 393.201(A),2
COMM VEH VIOL-FUEL SYSTEM,2
CDL VIOL-HAZ MAT NO SHIPPING PAPER,2
SPEEDING-POSTED-CITY STREET 45/35 RADAR,2
CURFEW - PARENT OR GUARDIAN,2
DOG ORDINANCE - REVOKED REGISTRATION,2
SHIPPING PAPER-NO SHIP CERTIF 177.817(B),2
EXPIRED INSPECTION STICKER 02/10,2
ZONING VIOL- NO BUILDING PERMIT-inactive 10/06,2
DRIVER'S LICENSE REST-E NOT INTERSTATE,2
EXPIRED INSPECTION STICKER VIOLATION  06/09,2
EXPIRED INSPECTION STICKER 03/10,2
EXPIRED INSPECTION STICKER VIOLATION   09/08,2
EXPIRED INSPECTION STICKER VIOLATION  08/07,2
EXPIRED INSPECTION STICKER VIOLATION  07/07,2
EXPIRED REGISTRATION TTC:502.407   07/08,2
FIRE - OVERCROWDING PREMISES,1
SOLID WASTE - DISTURB CONTAINER CONTENTS,1
Video Receiving Equipment - View of Driver,1
WATER REST - STAGE 2 - PROHIBITED WASHING MEANS,1
WRECKER ORD-CHANGE IN EMPLOYMENT STATUS,1
WRECKER ORD-TOWED VEH FROM PUBLIC RDWY,1
ZONING VIOL - COMMERCIAL VEHICLE,1
- POSTED CITY STREET,1
BICYCLE VIOLATION,1
EXPIRED REGISTRATION TTC:502.407  08/06,1
EXPIRED REGISTRATION TTC:502.407  06/04,1
EXPIRED REGISTRATION TTC:502.407   02/08,1
SPEEDING - 25 MPH,1
EXPIRED OPERATORS LICENSE  09/07,1
CMV - DFECTIVE WINDSHIELD,1
EXPIRED MOTOR VEHICLE INSPECTION,1
EXPIRED INSPECTION STICKER VIOLATION  10/07,1
EXPIRED INSPECTION STICKER VIOLATION  03/07,1
EXPIRED INSPECTION STICKER VIOLATION   08/08,1
EXPIRED INSPECTION STICKER  06/09`,1
DEALER NO GENERAL DISTINGUISHING NUMBER,1
DOG ORDINANCE - INTERFERENCE 3-3-15,1
DRIVER'S LICENSE REST - Interlock Device Required,1
DOG ORD - ANI INVOLVED IN BITE HARBORING,1
EXPIRED INSPECTION STICKER VIOLATION   10/07,1
EXPIRED INSPECTION STICKER VIOLATION  01/09,1
DISORDERLY CONDUCT - EXCESS NOISE-PRIVAT,1
CDL VIOL-SICKNESS OR FATIGUE,1
EXPIRED OPERATORS LICENSE  05/17/08,1
EXPIRED OPERATORS LICENSE  10/05,1
COMM VEH VIOL-STEERING WHEEL,1
COMM VEH VIOL-RADAR DETECTOR 372 71(A),1
EXPIRED REGISTRATION TTC:502.407  12/07,1
CMV-HAZ MAT PLACARD FRONT,1
FAILURE TO SECURE LOAD,1
FAILURE TO YIELD-TO VEHICLE/INTERSECTION,1
CMV - NO BUS EMERGENCY EXIT 393.62(A),1
FIRE ORD - NO LOAD CARD POSTED,1
CMV - FAILED TO SIGN LAST INSPECTION REPORT,1
GT TAXI - FAIL TO DISPLAY OA PERMIT,1
HEALTH ORD - NO FOOD PERMIT-MOBIL VENDOR,1
MOTORCYCLE PASS- NO/UNAPPROVED HELMET,1
PARKING - EXPIRED METER-31955582,1
PARKING - NO PARKING AREA-42339133,1
PASSING A SCHOOL BUS-SEPARATE ROADWAYS,1
PERMIT PARKNG (METER HOOD),1
Alarm Activated for Other than Purpose,1
POSTED SIGN - DO NOT CROSS WHITE LINE,1
RAN RED LIGHT-FROM PRIVATE DRIVE,1
SPEEDING-STATE HIGHWAYS 90/65 RADAR,1
SMOKING ORD - NON SMOKING AREA/RST,1
"""CMV - WEIGHT: Single Axle (Over 10",1
STEREO AMPLIFICATION-VEHICLE OVER 30FEET,1
ZONING VIOL- VEH SALES AS OBSTRUCTION,1
STEREO AMPLIFICATION-VEHICLE 30 FT,1
ZONING VIOL - NO SIGN PERMIT,1
STEREO AMPLIFICATION-VEHICLE-OVER 60FT,1
THEFT OF CHECK,1
WRECKER ORD-ILLEGAL CHARGE,1
WRECKER ORD-IMPROPERLY IDENTIFIED WRECKER,1
WRECKER - FAILED TO TOW TO STORAGE FACILITY,1
ZONING VIOL- INOPERABLE VEH IN STREET,1
ZONING VIOLATION-SETBACK-RES. AREA,1
C,1
CDL VIOL-POSSESSION OF MARIJUANA,1
CMV - NO WINDSHIELD WIPERS,1
CMV - WEIGHT-OVER GROSS 0 - 5000 LBS,1
CMV-BATTERY COVER,1
CMV-No Edge Protection for Tiedown,1
SPEEDING-POSTED-CITY STREET  65/45,1
CONSUMING ALCOHOL DESIGNATED AREA 5,1
DEFECTIVE/BRAKE LIGHT,1
DRIVER'S LIC REST - CODE E - NO INTERSTATES,1
UNREGISTERED MOTOR VEHICLE  07/08,1
DRIVING UNDER INFLUENCE ALCOHOL MINOR,1
PUBLIC INTOXICATION - BEHIND THE WHEEL,1
EXPIRED INSPECTION STICKER VIOLATION  12/04,1
EXPIRED INSPECTION STICKER VIOLATION 05/06,1
PERMIT VIOLATION-MANUFACTURED HOME,1
EXPIRED REGISTRATION TTC:502.407  02/09,1
EXPIRED REGISTRATION TTC:502.407 05/04,1
FAIL TO DISP OCCUP DL (DO NOT USE) CLS B,1
UNSAFE LOADING - NO TIE DOWN  393 100,1
PARKING - EXPIRED METER-32660239,1
PARKING - EXPIRED METER-32620570,1
IMPROPER USE OF BACKUP LAMPS,1
PARK CURFEW VIOLATION(ZILKER PARK),1
LAKE INSPECT DOCK LIGHT BLDG INSPECTION,1
LICENSE PLATE OBSCURED - READABILITY,1
Laser Pointer at safety officer,1
WEIGHT LIMIT AXLE GROUP 0 - 6000 LBS,1
NO SEAT BELT-DRIVER/DRIVER,1
NOISE AT BUSINESS - DECIBELS,1
NO INSPECTION STICKER/FAIL TO DISPLAY  08/08,1
NO INSPECTION STICKER/EXPIRED VIOLATION,1
PARKING - EXPIRED METER-30675189,1
PARKING - TOW AWAY COMM SERVICE ZONE (Over 30 Mins),1
PLACEMENT OF SIGNS ON RIGHT-OF-WAY,1
SPEEDING-POSTED-CITY STREET 55/40 RADAR,1
VIOLATION STATE LAW/OTHER,1
WATERSHED VIOL-ALLOW RUNOFF,1
BETTING AT CARDS OR DICE,1
ZONING VIOL - ACCESSORY USE,1
Aviation: circumvent screen/fail to comply,1
ZONING VIOL - PROHIBITED USE,1
ZONING VIOL- PROHIBITED SIGN,1
ZONING VIOL- SALE OF MERCHANDISE,1
AVIATION - IMPROPER USE OF ROADWAYS,1
AVIATION FAIL TO POSSESS DRIVERS LIC,1
HEALTH ORDINANCE - DANGEROUS DOGS,1
BICYCLE - NO LIGHTS 9:35 PM,1
BUILDING VIOL - DEMOLITION PERMIT,1
CMV-FRAME BOLTS 393 201B,1
WRECKER ORD-SOLICIT BUSINESS COL SCENE,1
CMV-NO HEADLIGHTS 393 24,1
Weight Limit:  single axle (less than 5000 lbs),1
COLORED LIGHT VISIBLE TO FRONT,1
CURFEW - DAYTIME(SCHOOL TIME),1
Coal Tar Pave - Use in City - Owner,1
Wrecker Ord - Exceeding 20 minutes,1
DRIVER'S LICENSE REST-CODE A & B,1
DRIVER'S LICENSE REST-MECHANICAL ATTACH,1
DRIVING WHILE LICENSE INVALID - suspended   12/08,1
FAIL TO STOP AT PROPER PLACE,1
FAIL TO MAINTAIN FINANCIAL RESP 12/04,1
EXPIRED INSPECTION STICKER  10/08,1
EXPIRED REGISTRATION TTC:502.407 01/04,1
EXPIRED REGISTRATION TTC:502.407    05/08,1
EXPIRED INSPECTION STICKER  11/09,1
EXPIRED OPERATORS LICENSE  05/26/2009,1
EXPIRED INSPECTION STICKER VIOLATION  7/06,1
EXPIRED INSPECTION STICKER VIOLATION  11/07,1
EXPIRED INSPECTION STICKER VIOLATION  10/06,1
ZONING VIOL - SETBACK RESIDENTIAL AREA,1
EXPIRED INSPECTION STICKER 12/09,1
`,1
EXPIRED INSPECTION STICKER 05/09,1
EXPIRED INSPECTION STICKER VIOLATION  06/06,1
EXPIRED INSPECTION STICKER VIOLATION 07/09,1
EXPIRED INSPECTION STICC:502.407,1
EXPIRED OPERATORS LICENSE  01/09,1
DRIVING WHILE LICENSE INVALID - suspended  12/18/09,1
DRIVING WHILE LICENSE INVALID - suspended  07/09,1
EXPIRED OPERATORS LICENSE  05/20/2008,1
EXPIRED OPERATORS LICENSE 01/04/04,1
DRIVER'S LICENSE REST-CODE C DAYTIME,1
EXPIRED OPERATORS LICENSE 11/30/04,1
FAIL TO CHANGE ADDRESS ON DL,1
FAILED TO CONTROL SPEED,1
DISREGARDING POSTED SIGN,1
FIAL TO MAINTAIN FINANCIAL RESPONSIBILTY,1
FIRE ORD - FLAMING FOOD AND DRINKS,1
GT - NON-MOTORIZED SERVICE,1
HEALTH - TRASH RECEPTACLES,1
Commercial Vehicle - speed over 15 mph,1
CONSUMING ALCOHOL DESIGNATED AREA5,1
COMM VEH VIOL-WRONG PLATE,1
OBSCURED LICENSE PLATES-DIRTY,1
PARKING - EXPIRED METER-30850141,1
PARKING - EXPIRED METER-32638536,1
CMV-GENERAL MAINTENANCE 396 3,1
CMV-FRAME CLEARANCE/TIRE/WHL,1
"""Driver's license rest - Code D",1
PARKING - OTHER - TAXI ZONE,1
MISDEMEANOR THEFT.0C - LESS THAN $50,1
NO EXPIRED INSPECTION STICKER VIOLATION,1
NO SEAT BELT-DRIVER&PASSENGER,1
NO SEAT BELT/PASSENGER,1
OPERATE VEH WITH CHILD ON FLATBED TRLR,1
PARKING - OTHER-FOR SALE ON STREET,1
PARKING - EXPIRED METER-32641662,1
PARKING - EXPIRED METER-32673225,1
HEALTH ORD- SWIMMING POOL PERMIT,1
HEALTH ORD LITTERING/NOT OWNER,1
PEDESTRIAN ON ROADWAY-WALKINGGHT,1
HEALTH ORD - FOWL AT LARGE,1
PLACEMENT OF SIGNS ON UTILITY POLES,1
POSTED SIGN-6:30 AM-9:00 AM,1
GT - TOO MANY PASSENGERS,1
SPEEDING STATE HIGHWAYS,1
SPEEDING-URBAN AREA POSTED 40/30 RADAR,1
TAXICAB ORD - NO PERMIT,1
FOWL ENCLOSURE (2 OR MORE) DISTANCE,1
HAZMAT - RQ NOT LISTED ON SHIPPING PAPERS,1
EXPIRED OPERATORS LICENSE   12/09,1
EXPIRED OPERATORS LICENSE  06/06,1
HEALTH VIOL. - NO FOOD MANAGER'S CERT.,1
HEALTH ORD NO MOBILE FOOD VENDOR STICKER,1
HEALTH ORD MOBILE FOOD,1
HEALTH ORD - MINIMIZE INSECTS/RODENTS,1
EXPIRED REGISTRATION TTC:502.407  04//09,1
FAIL TO KEEP RECORDS USED CAR DEALER,1
FAIL TO KEEP RECORDS-JUNK DEALER,1
FAIL TO MAINTIAN FINANCIAL RESPONSIBILTY,1
FIRE - HAZMAT/IMPROPER PLACARD,1
FIRE ORD - OBSTRUCTING ACCESS ROAD,1
HEALTH - PUBLIC RESTROOMS,1
HEALTH ORD - NO FOOD MANAGER'S CERT POST-rs061807,1
IMPROPER LOAD-UNSECURED TRAILER,1
NO INSPECTION STICKER/FAIL TO DISPLAY  06/09,1
PARKING - EXPIRED METER-32628490,1
BUILDING VIOL - ALLOW ELEC WRK W/O LIC,1
FIRE ORDINANCE - FIREWORKS VIOLATION,1
PARKING - EXPIRED METER-32657106,1
PARKING - OTHER - FOR SALE IN PUBLIC R.O.W.,1
PARKING - TOW AWAY COMM SERVICE  ZONE (NO MARKINGS),1
FAILURE TO YIELD-CROSSOVER,1
PARKING - TOW AWAY ZONE NO PARKING,1
PARKING - TOW AWAY ZONE RESERVED PARKING (CITY LOT),1
POSTED SIGN- RIGHT TURN ONLY,1
POSTED SIGN-NO RT ON RED-WM CANNON/MANCH,1
SPEEDING-STATE HIGHWAYS 70/60 LASER,1
UNLAWFUL CLINGING-PASSENGER,1
WRECKER ORD-FAIL TO NOTIFY APD,1
AN STOP SIGN-(NO INTERSECTING STREET),1
AVIATION - NO ID BADGE,1
BICYCLE - RIDING MORE THAN TWO ABREAST,1
BRAKE VIOL - TUBING 393.45-rs10/02/07,1
Bicycle: Fail to ride in marked lane,1
CMV-RADAR DETECTOR 372 71(A),1
HAZMAT - IMPROPER HANDLING OF HAZMAT,1
HEALTH ORD - EQUIPMENT HOLD ORDER VIOL,1
DEALER ILLEGAL ISSUANCE BUYER'S TAG,1
